Time (UTC),06/01/26,06/02/26,06/03/26,06/04/26,06/05/26,06/06/26,06/07/26,06/08/26
00:00,,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,1.1111111111111112,0.0,0.0,0.5555555555555556,0.0,0.0,0.0
01:30,,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.5555555555555556,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
02:30,,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.0,0.0,0.0,
03:30,,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
04:00,,0.5555555555555556,0.0,0.0,0.0,0.0,0.8333333333333334,0.5555555555555556
04:30,,31.666666666666668,15.0,21.666666666666668,3.3333333333333335,2.2222222222222223,3.888888888888889,0.5555555555555556
05:00,,74.44444444444446,41.111111111111114,75.55555555555554,8.333333333333334,13.333333333333334,56.666666666666664,
05:30,,56.111111111111114,25.0,38.333333333333336,2.2222222222222223,11.111111111111109,18.333333333333336,
06:00,,78.88888888888887,8.88888888888889,16.666666666666668,5.0,1.1111111111111112,2.2222222222222223,
06:30,,88.33333333333333,43.333333333333336,1.6666666666666667,7.222222222222222,1.6666666666666667,2.2222222222222223,
07:00,,75.0,21.666666666666668,0.0,0.0,8.88888888888889,0.0,
07:30,,19.444444444444446,33.333333333333336,2.2222222222222223,0.5555555555555556,2.2222222222222223,0.5555555555555556,
08:00,,6.111111111111111,83.33333333333333,0.5555555555555556,0.5555555555555556,0.0,3.3333333333333335,
08:30,,2.7777777777777772,63.333333333333336,0.0,0.0,0.0,0.0,
09:00,,3.3333333333333335,12.777777777777779,0.0,1.6666666666666667,5.5555555555555545,0.0,
09:30,,1.6666666666666667,15.555555555555555,0.0,0.5555555555555556,8.88888888888889,0.0,
10:00,,0.0,6.111111111111111,0.5555555555555556,0.5555555555555556,0.0,2.2222222222222223,
10:30,,0.5555555555555556,1.6666666666666667,0.0,0.0,3.888888888888889,14.444444444444445,
11:00,,2.2222222222222223,7.777777777777778,0.5555555555555556,0.5555555555555556,0.0,0.0,
11:30,,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,
12:00,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,
13:00,,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,
13:30,,0.0,0.0,0.0,0.0,0.0,0.0,
14:00,,0.5555555555555556,0.0,0.0,2.2222222222222223,0.0,0.0,
14:30,,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,
15:00,,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,
15:30,,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,
16:00,,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,
16:30,,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,
17:30,,0.0,0.0,0.0,0.0,0.0,0.0,
18:00,,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,
18:30,,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,
19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,
19:30,1.6666666666666667,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,
20:00,2.2222222222222223,0.0,0.0,1.1111111111111112,0.0,0.5555555555555556,1.1111111111111112,
20:30,2.7777777777777772,0.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,
21:00,2.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,
21:30,5.0,0.5555555555555556,0.0,0.0,1.6666666666666667,0.0,0.0,
22:00,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,
22:30,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,
23:00,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,
23:30,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,
