Time (UTC),12/26/25,12/27/25,12/28/25,12/29/25,12/30/25,12/31/25,01/01/26,01/02/26,01/03/26,01/04/26,01/05/26,01/06/26,01/07/26,01/08/26,01/09/26,01/10/26,01/11/26,01/12/26,01/13/26,01/14/26,01/15/26,01/16/26,01/17/26,01/18/26,01/19/26,01/20/26,01/21/26,01/22/26,01/23/26,01/24/26,01/25/26,01/26/26,01/27/26,01/28/26,01/29/26,01/30/26,01/31/26,02/01/26,02/02/26,02/03/26,02/04/26,02/05/26,02/06/26,02/07/26,02/08/26,02/09/26,02/10/26,02/11/26,02/12/26,02/13/26,02/14/26,02/15/26,02/16/26,02/17/26,02/18/26,02/19/26,02/20/26,02/21/26,02/22/26,02/23/26,02/24/26,02/25/26,02/26/26,02/27/26,02/28/26,03/01/26,03/02/26,03/03/26,03/04/26,03/05/26,03/06/26,03/07/26,03/08/26,03/09/26,03/10/26,03/11/26,03/12/26,03/13/26,03/14/26,03/15/26,03/16/26,03/17/26,03/18/26,03/19/26,03/20/26,03/21/26,03/22/26,03/23/26,03/24/26,03/25/26,03/26/26,03/27/26,03/28/26,03/29/26,03/30/26,03/31/26,04/01/26,04/02/26,04/03/26,04/04/26,04/05/26,04/06/26,04/07/26,04/08/26,04/09/26,04/10/26,04/11/26,04/12/26,04/13/26,04/14/26,04/15/26,04/16/26,04/17/26,04/18/26,04/19/26,04/20/26
00:00,,1.6666666666666667,0.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,2.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,,,,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,,,,,,,,,,,,,,,2.7777777777777772,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.111111111111111,1.111111111111111,0.0,1.111111111111111,0.5555555555555556,0.0,1.6666666666666667,0.5555555555555556,1.6666666666666667,0.0,0.0,0.0,0.0,1.111111111111111,1.111111111111111,1.6666666666666667,1.6666666666666667,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,5.0,0.0,0.5555555555555556,2.7777777777777772,6.666666666666667,0.0,6.666666666666667,0.5555555555555556,5.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,,,,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1.6666666666666667,0.5555555555555556,0.0,0.0,,0.0,0.0,1.6666666666666667,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,3.888888888888889,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,3.888888888888889,0.5555555555555556,0.0,0.5555555555555556,1.6666666666666667,0.0,0.0,0.0,3.888888888888889,2.7777777777777772,0.5555555555555556,0.5555555555555556,0.5555555555555556,2.2222222222222223,0.5555555555555556,1.111111111111111,0.0,10.555555555555555,0.0,0.0,0.5555555555555556,0.0,4.444444444444445,1.111111111111111,0.5555555555555556,1.6666666666666667,0.0,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,0.0,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,0.0
01:00,,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,,,,,,,,,,,,,,,0.5555555555555556,1.111111111111111,0.0,0.0,0.0,0.0,,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,1.6666666666666667,0.0,0.5555555555555556,0.0,1.111111111111111,0.0,0.5555555555555556,1.111111111111111,0.0,0.0,0.0,3.3333333333333335,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,1.111111111111111,0.0,11.111111111111109,0.0,0.5555555555555556,1.111111111111111,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0,1.6666666666666667,0.5555555555555556,3.3333333333333335,0.5555555555555556,1.111111111111111,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,1.6666666666666667,1.111111111111111,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0
01:30,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,2.2222222222222223,5.5555555555555545,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,0.0,,,,1.111111111111111,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.5555555555555556,1.111111111111111,1.111111111111111,0.0,0.5555555555555556,0.0,1.111111111111111,0.0,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,2.7777777777777772,0.5555555555555556,0.0,0.5555555555555556,0.0,0.5555555555555556,1.6666666666666667,0.0,3.3333333333333335,1.111111111111111,2.2222222222222223,1.111111111111111,0.0,1.111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,1.111111111111111,1.111111111111111,2.2222222222222223,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.5555555555555556,1.111111111111111,0.0,0.0,0.0,0.0,0.0,5.5555555555555545,2.2222222222222223,0.0,0.0,0.5555555555555556,0.0,1.111111111111111,0.0,0.0,0.5555555555555556,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,,,,,,,,,,,,,,,7.222222222222222,1.111111111111111,0.0,0.0,0.0,0.5555555555555556,,0.0,2.7777777777777772,1.111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.5555555555555556,0.0,1.111111111111111,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,1.111111111111111,0.0,0.5555555555555556,0.5555555555555556,1.111111111111111,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,1.111111111111111,0.0,0.0,0.5555555555555556
02:30,,1.6666666666666667,1.111111111111111,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.2222222222222223,0.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,1.111111111111111,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,6.11111111111111,8.88888888888889,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.444444444444436,5.0,16.11111111111111,3.3333333333333335,0.5555555555555556,4.444444444444445,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,0.5555555555555556,0.0,0.0,3.888888888888889,0.0,0.0,0.0,0.0,0.0,1.111111111111111,3.3333333333333335,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,1.111111111111111,0.0,0.0,0.0,0.0,0.5555555555555556,1.111111111111111
03:00,,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777772,1.6666666666666667,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.5555555555555556,13.888888888888891,0.0,0.0,0.0,0.0,,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2.2222222222222223,0.0,0.0,0.0,2.7777777777777772,5.0,3.888888888888889,17.77777777777778,9.444444444444443,1.111111111111111,0.0,0.0,0.0,2.2222222222222223,1.6666666666666667,0.0,0.0,0.0,0.0,5.5555555555555545,2.2222222222222223,13.333333333333334,0.0,2.2222222222222223,1.111111111111111,4.444444444444445,10.0,4.444444444444445,4.444444444444445,0.0,1.111111111111111,22.222222222222218,11.666666666666666,15.0,1.6666666666666667,7.777777777777776,29.444444444444443,0.0,3.888888888888889,32.77777777777777,9.444444444444443,19.444444444444446,11.666666666666666,1.111111111111111,1.6666666666666667,3.3333333333333335,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,1.111111111111111
03:30,,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,2.2222222222222223,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,,,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,,2.7777777777777772,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,0.5555555555555556,2.2222222222222223,0.0,0.0,0.0,10.0,0.0,0.0,51.666666666666664,3.888888888888889,0.0,2.2222222222222223,0.0,1.111111111111111,0.0,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,1.111111111111111,17.222222222222225,1.111111111111111,2.7777777777777772,1.6666666666666667,21.666666666666668,5.0,5.0,9.444444444444443,0.0,0.0,11.111111111111109,33.888888888888886,11.111111111111109,0.0,4.444444444444445,70.0,1.111111111111111,3.3333333333333335,29.444444444444443,15.555555555555552,37.77777777777777,56.111111111111114,48.333333333333336,11.111111111111109,20.0,5.0,12.22222222222222,3.888888888888889,2.2222222222222223,0.0,0.5555555555555556,8.88888888888889,8.88888888888889,26.11111111111111,22.777777777777775
04:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,1.6666666666666667,0.0,1.111111111111111,1.111111111111111,0.0,,6.11111111111111,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,11.666666666666666,21.666666666666668,,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0,6.666666666666667,0.5555555555555556,0.0,4.444444444444445,8.88888888888889,6.11111111111111,1.111111111111111,0.5555555555555556,0.5555555555555556,0.0,10.0,10.0,9.444444444444443,0.0,1.111111111111111,47.77777777777778,0.0,1.111111111111111,21.666666666666668,8.88888888888889,13.333333333333334,11.666666666666666,1.6666666666666667,30.555555555555554,1.6666666666666667,2.7777777777777772,3.888888888888889,8.333333333333334,4.444444444444445,0.5555555555555556,0.0,27.777777777777782,15.0,37.77777777777777,15.0
04:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.111111111111111,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,3.3333333333333335,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111111111,0.0,0.0,45.0,1.111111111111111,,0.0,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,2.2222222222222223,0.0,0.0,17.222222222222225,0.0,0.0,0.0,14.444444444444445,4.444444444444445,0.0,0.0,0.5555555555555556,0.0,1.6666666666666667,2.2222222222222223,3.888888888888889,0.0,1.111111111111111,15.0,0.0,0.0,11.666666666666666,11.111111111111109,15.555555555555552,3.888888888888889,0.5555555555555556,2.7777777777777772,4.444444444444445,2.7777777777777772,0.0,16.666666666666668,1.6666666666666667,0.0,0.0,42.77777777777778,4.444444444444445,7.222222222222222,20.555555555555557
