Time (UTC),02/24/25,02/25/25,02/26/25,02/27/25,02/28/25,03/01/25,03/02/25,03/03/25,03/04/25,03/05/25,03/06/25,03/07/25,03/08/25,03/09/25,03/10/25,03/11/25,03/12/25,03/13/25,03/14/25,03/15/25,03/16/25,03/17/25,03/18/25,03/19/25,03/20/25,03/21/25,03/22/25,03/23/25,03/24/25,03/25/25,03/26/25,03/27/25,03/28/25,03/29/25,03/30/25,03/31/25,04/01/25,04/02/25,04/03/25,04/04/25,04/05/25,04/06/25,04/07/25,04/08/25,04/09/25,04/10/25,04/11/25,04/12/25,04/13/25,04/14/25,04/15/25,04/16/25,04/17/25,04/18/25,04/19/25,04/20/25,04/21/25,04/22/25,04/23/25,04/24/25,04/25/25,04/26/25,04/27/25,04/28/25,04/29/25,04/30/25,05/01/25,05/02/25,05/03/25,05/04/25,05/05/25,05/06/25,05/07/25,05/08/25,05/09/25
00:00,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019933333333333334,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.7984111111111111,0.5239222222222223,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.9679555555555556,14.379577666666668,8.834377777777776,,,1.1098555555555556,0.0,0.0,0.7291444444444446,0.4705444444444444,0.0,0.0,1.1847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,17.802866555555557,1.8673888888888888,6.842099999999999,0.5735444444444445,,,0.0,0.0,0.0,1.6935555555555555,1.7488555555555554,0.9227,0.0,0.0,0.10003333333333332,0.0,0.0,1.0375555555555553,0.0,1.6425333333333334,0.0,0.0,0.0,0.0,2.431466666666666,9.382111,0.0,8.035933333333334,13.573133333333333,0.0,5.952533333333334,4.805777777777778,31.265600000000003,4.047222222222222,3.022455555555556,2.3216,0.0,20.9495,23.71806666666667,17.173533333333335,0.4763888888888889,0.0,0.0,3.948166666666667,0.0,0.0,0.0,0.0,0.0,0.24243333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,,0.0,16.4978,0.30396666666666666,2.359144444444444,0.0,,,0.0,0.0,0.0,0.0,0.18922222222222218,0.0,0.0,0.6564555555555557,0.0,0.0,0.4679222222222222,0.5323666666666667,0.0,0.7191555555555557,0.0,0.0,0.0,0.0,5.077166666666667,12.103544444444443,4.246333333333333,15.422333333333334,63.67692222222221,4.714299999999999,9.192200000000001,5.058199888888889,47.294922222222226,10.093488888888889,9.471211111111112,6.348866666666667,17.04803322222222,47.364544333333335,85.63824433333333,78.63425544444443,1.0329333333333335,3.6597000000000004,4.859644444444445,43.231044222222216,38.235388888888885,2.7438222222222226,4.0110777777777775,1.946488888888889,53.79632222222222,55.37822222222223,4.751799999999999,15.727388888888889,54.22304444444444,4.1105,0.9105222222222222,3.048466555555556,8.925655555555556,8.109577777777776,25.789811111111106,24.035566666666668,30.679188888888888,0.0,0.0,0.0,0.0,0.0,8.49638888888889,0.0,0.0,0.0,0.0,0.0,0.0
04:00,,0.0,4.718955555555556,0.0,0.0,0.3472,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0588666666666666,4.518533333333334,2.1098000000000003,12.567422222222222,25.96923333333333,6.244766666666667,4.346744444444446,9.279666666666666,3.240866666666667,0.23602222222222222,4.627933333333334,5.7514111111111115,18.13435544444445,31.277911111111106,51.03223333333333,60.874844333333336,0.0,24.589333333333332,0.0,12.636988777777775,23.964299999999998,2.2458887777777776,5.730711111111112,2.4260555555555556,36.771211,23.658711111111113,15.680222111111108,13.044955555555555,22.60021111111111,3.100988888888889,0.0,0.9989666666666667,2.2776777777777775,39.5754,73.37541111111109,88.57805555555554,74.50351111111111,3.918877777777777,2.3795333333333333,3.2882111111111105,21.495155555555556,78.84414444444445,32.07598888888889,0.0,3.0068777777777775,39.73663333333334,59.27652222222222,8.163088888888888,8.15948888888889
04:30,,1.4315444444444445,0.0,0.0,4.796277777777778,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5201333333333334,0.0,0.0,0.0,0.0,2.2805444444444447,0.0,0.4458111111111111,2.2881888888888886,0.0,13.434755444444443,7.132466555555555,0.0,1.710977777777778,4.539422222222223,0.3035777777777777,0.0,5.088277777777778,0.0,8.708355555555556,8.306933333333333,17.590566555555558,47.85788877777778,0.0,0.0,0.0,9.011455555555555,0.25641111111111115,2.0213111111111113,0.0,0.23176666666666668,24.80838888888889,8.02288888888889,11.347477777777778,8.674155555555554,10.435066666666666,1.1374777777777776,0.0,4.8310111111111125,1.5289998888888892,6.254811111111111,7.1212777777777765,25.524677666666665,58.61834444444445,2.248233333333333,2.7665666666666664,0.3042222222222222,30.92772222222222,28.993877777777772,24.691633333333332,2.287844444444444,2.1250444444444443,5.612088777777778,85.65497777777779,13.251933333333334,2.3070444444444447
