Time (UTC),01/22/26,01/23/26,01/24/26,01/25/26,01/26/26,01/27/26,01/28/26,01/29/26,01/30/26,01/31/26,02/01/26,02/02/26,02/03/26,02/04/26,02/05/26
00:00,,0.06666666666666667,0.0,0.26666666666666666,0.0,0.5333333333333333,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.9333333333333332,0.0,0.0,0.06666666666666667,0.0
01:00,,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.20000000000000004,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.19999999999999998
01:30,,0.06666666666666667,0.0,0.0,1.0666666666666667,0.20000000000000004,0.0,0.06666666666666667,0.13333333333333333,116.73333333333335,0.0,143.8,0.0,3.1333333333333333,0.0
02:00,,0.0,0.0,0.0,0.13333333333333333,0.0,19.400000000000002,0.06666666666666667,0.0,25.666666666666668,0.6666666666666666,115.86666666666667,12.466666666666667,0.0,0.8666666666666667
02:30,,0.0,0.0,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.13333333333333333,0.0,166.66666666666666,0.0,0.19999999999999998,20.666666666666668,0.0,0.0
03:00,,0.0,0.0,0.0,0.06666666666666667,0.0,7.266666666666667,4.333333333333333,0.0,118.8,0.0,0.0,54.53333333333334,0.0,0.0
03:30,,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,60.79999999999999,0.0,0.0,9.0,0.0,0.06666666666666667
04:00,,0.0,0.26666666666666666,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.06666666666666667,52.73333333333333,0.0,0.0,1.0666666666666667,0.0,0.0
04:30,,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,36.666666666666664,0.0,40.333333333333336,22.866666666666664,0.0,0.06666666666666667
05:00,,0.0,0.0,0.0,0.0,0.0,0.0,127.39999999999999,0.13333333333333333,42.86666666666667,0.0,2.3333333333333335,10.333333333333334,0.0,0.0
05:30,,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,33.333333333333336,0.06666666666666667,7.266666666666667,0.0,36.2,0.0,0.0,0.0
06:00,,0.0,0.13333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,9.533333333333333,0.0,30.600000000000005,0.0,0.0,0.0
06:30,,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,6.133333333333333,0.0,1.3333333333333333,0.0
07:00,,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,34.666666666666664,0.0,6.933333333333334,6.133333333333333,0.06666666666666667,0.0
07:30,,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,11.6,0.06666666666666667,0.0,0.0,26.133333333333336,4.533333333333333,0.0
08:00,,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,5.3999999999999995,0.0,0.0,0.0,12.466666666666667,0.06666666666666667,11.866666666666667,0.0
08:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
09:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
10:00,,0.0,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
10:30,,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
11:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0
11:30,,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:00,,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:30,,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:00,,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
14:00,,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.19999999999999998,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0
15:00,,0.06666666666666667,0.7333333333333334,0.06666666666666667,0.0,1.2666666666666666,0.0,0.0,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.13333333333333333
15:30,,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0
16:00,,0.0,0.0,0.0,0.06666666666666667,0.39999999999999997,0.06666666666666667,0.06666666666666667,0.20000000000000004,0.0,0.0,0.0,0.26666666666666666,0.19999999999999998,0.0
16:30,,0.0,0.19999999999999998,0.26666666666666666,0.20000000000000004,0.6,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.6,0.0
17:00,,0.26666666666666666,0.0,0.06666666666666667,0.0,0.26666666666666666,0.5333333333333333,0.3333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0
17:30,,0.20000000000000004,0.0,0.0,0.06666666666666667,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.0,0.13333333333333333,0.13333333333333333,0.0,2.3333333333333335,0.06666666666666667,0.0
18:00,,0.0,0.20000000000000004,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,2.533333333333333,0.0,0.20000000000000004,0.0,0.13333333333333333,0.06666666666666667
18:30,,0.06666666666666667,0.0,0.0,0.0,0.0,0.20000000000000004,0.0,0.0,0.6666666666666666,0.20000000000000004,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333
19:00,,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0
19:30,,0.0,0.0,0.06666666666666667,0.0,0.19999999999999998,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.0,0.26666666666666666
20:00,,0.0,0.0,0.06666666666666667,0.26666666666666666,0.0,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,2.466666666666667,0.0
20:30,0.46666666666666673,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.20000000000000004,0.39999999999999997,0.0,0.0,0.0,0.0,0.0
21:00,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,
21:30,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,
22:00,0.0,0.06666666666666667,0.0,0.5333333333333333,0.19999999999999998,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,
22:30,0.3333333333333333,0.0,0.06666666666666667,0.20000000000000004,0.0,0.06666666666666667,0.0,0.26666666666666666,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,
23:30,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,
