Time (UTC),01/22/26,01/23/26,01/24/26,01/25/26,01/26/26,01/27/26,01/28/26,01/29/26,01/30/26,01/31/26,02/01/26,02/02/26,02/03/26,02/04/26,02/05/26
00:00,,0.06666666666666667,0.0,0.4666666666666666,0.2,0.6666666666666666,0.0,0.06666666666666667,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.13333333333333333,0.0,0.5333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.3333333333333333,0.06666666666666667,0.9333333333333332,0.0,0.0,0.06666666666666667,0.06666666666666667
01:00,,0.13333333333333333,0.20000000000000004,0.13333333333333333,0.06666666666666667,0.20000000000000004,0.20000000000000004,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.19999999999999998
01:30,,0.13333333333333333,0.0,0.0,2.066666666666667,0.26666666666666666,0.0,0.06666666666666667,0.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,1.2666666666666666,0.0,0.0,0.0,0.06666666666666667
02:30,,0.0,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.0,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0
03:00,,0.0,0.0,0.0,0.13333333333333333,0.0,8.6,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0
03:30,,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.19999999999999998,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
04:00,,0.0,0.26666666666666666,0.06666666666666667,0.0,0.26666666666666666,0.0,0.20000000000000004,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
04:30,,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667
05:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000004,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
05:30,,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
06:00,,0.0,0.13333333333333333,0.0,0.26666666666666666,0.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0
06:30,,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.4666666666666666,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
07:00,,0.0,0.0,0.06666666666666667,0.0,0.0,0.7999999999999999,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0
07:30,,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
08:00,,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
08:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
09:00,,0.0,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667
09:30,,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
10:00,,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0
10:30,,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
11:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11:30,,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0
12:00,,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0
12:30,,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0
13:00,,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.4000000000000001,0.0,0.0,0.0
14:00,,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
14:30,,0.0,0.0,0.0,0.20000000000000004,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0
15:00,,0.06666666666666667,0.9333333333333332,0.06666666666666667,0.0,1.2666666666666666,0.0,0.0,0.19999999999999998,0.6,0.0,0.0,0.06666666666666667,0.0,0.20000000000000004
15:30,,0.6,0.20000000000000004,0.19999999999999998,0.0,0.0,0.13333333333333333,0.0,0.26666666666666666,0.13333333333333333,0.0,0.0,0.5333333333333333,0.0,0.0
16:00,,0.0,0.0,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.13333333333333333,0.39999999999999997,0.3333333333333333,0.0,0.0,0.20000000000000004,0.3333333333333333,0.6,0.06666666666666667
16:30,,0.06666666666666667,0.19999999999999998,0.13333333333333333,0.06666666666666667,0.6,0.06666666666666667,0.7333333333333334,0.06666666666666667,0.19999999999999998,0.0,0.06666666666666667,0.06666666666666667,0.6666666666666666,0.0
17:00,,0.39999999999999997,0.0,0.06666666666666667,0.0,0.3333333333333333,0.6,0.6,0.0,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667
17:30,,0.26666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.9333333333333332,0.3333333333333333,0.0,0.46666666666666673,0.26666666666666666,0.06666666666666667,3.0,0.13333333333333333,0.13333333333333333
18:00,,0.06666666666666667,0.20000000000000004,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.20000000000000004,0.0,2.6666666666666665,0.20000000000000004,0.3333333333333333,0.0,0.13333333333333333,0.06666666666666667
