Time (UTC),04/13/26,04/14/26,04/15/26,04/16/26,04/17/26,04/18/26,04/19/26,04/20/26
00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,6.111111111111111,16.11111111111111
04:00,,4.444444444444445,0.0,0.0,20.555555555555557,7.777777777777778,20.0,5.0
04:30,,0.0,0.0,0.0,33.888888888888886,3.888888888888889,1.6666666666666667,3.3333333333333335
05:00,,0.0,0.0,0.0,31.666666666666668,1.6666666666666667,2.2222222222222223,1.6666666666666667
05:30,,7.777777777777778,0.0,0.0,20.555555555555557,3.888888888888889,3.888888888888889,4.444444444444445
06:00,,5.0,0.0,0.0,1.6666666666666667,0.0,6.111111111111111,0.5555555555555556
06:30,,10.0,0.0,0.0,9.444444444444445,0.0,1.6666666666666667,1.6666666666666667
07:00,,8.333333333333334,0.0,0.0,46.111111111111114,0.5555555555555556,2.2222222222222223,2.7777777777777772
07:30,,1.1111111111111112,0.0,0.0,77.22222222222223,0.0,4.444444444444445,1.1111111111111112
08:00,,1.1111111111111112,0.0,0.0,22.777777777777775,0.5555555555555556,0.0,6.111111111111111
08:30,,2.2222222222222223,0.0,0.0,86.11111111111113,1.1111111111111112,0.0,1.1111111111111112
09:00,,0.0,0.0,0.0,17.222222222222225,0.0,3.3333333333333335,3.888888888888889
09:30,,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,12.222222222222221
10:00,,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112
10:30,,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
11:00,,0.0,0.0,0.0,21.11111111111111,1.1111111111111112,1.6666666666666667,0.0
11:30,,0.0,0.0,0.0,66.66666666666667,0.0,0.5555555555555556,0.0
12:00,,0.0,0.0,0.0,59.44444444444445,0.0,3.888888888888889,0.0
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
